id,name,description,dichotomous,group,PMID example,PMID in GWAS CATALOG?,complex traits,Relation,EFO_term,API_EFO_ID,EFO_id,comments,supported by OLS,supported by Zooma,GWAS catalog UI search,Lizzy's suggestion,suggestion applied,Maria's suggestion,import_new_terms
4299,MaternalLongevity_AtDeath,Parental longevity (mother's age at death),0,AGING AND LONGEVITY,29227965,yes,simple,Match to parent,parental longevity,EFO_0007796,EFO_0007796,,Yes,Yes,yes,,,ok,N
4300,MaternalLongevity_Attained,Parental longevity (mother's attained age),0,AGING AND LONGEVITY,29227965,yes,simple,Match to parent,parental longevity,EFO_0007796,EFO_0007796,,Yes,Yes,yes,,,ok,N
4290,ParentalExtremeLongevity_10pct,Parental longevity (both parents in top 10%),1,AGING AND LONGEVITY,29227965,yes,complex,,parental longevity,EFO_0007796,EFO_0007796,,Yes,Yes,yes,,,ok,N
4288,ParentalExtremeLongevity_95yrs,Parental extreme longevity (95 years and older),1,AGING AND LONGEVITY,27015805,yes,simple,Match to parent,parental longevity,EFO_0007796,EFO_0007796,,Yes,Yes,yes,,,ok,N
4289,ParentalLifespan,Parental lifespan,0,AGING AND LONGEVITY,30642433,yes,simple,Exact match,parental longevity,EFO_0007796,EFO_0007796,,Yes,Yes,yes,,,ok,N
4291,ParentalLongevity_AtDeath,Parental longevity (combined parental age at death),0,AGING AND LONGEVITY,29227965,yes,simple,Match to parent,parental longevity,EFO_0007796,EFO_0007796,,Yes,Yes,yes,,,ok,N
4298,ParentalLongevity_Attained,"Parental longevity (combined parental attained age, Martingale residuals)",0,AGING AND LONGEVITY,29227965,yes,simple,Match to parent,parental longevity,EFO_0007796,EFO_0007796,,No,Yes,yes,,,ok,N
4296,PaternalLongevity_AtDeath,Parental longevity (father's age at death),0,AGING AND LONGEVITY,29227965,yes,simple,Match to parent,parental longevity,EFO_0007796,EFO_0007796,,Yes,Yes,yes,,,ok,N
3089,BFP,Body fat percentage,0,ANTHROPOMETRIC,,,simple,Exact match,body fat percentage,EFO_0007800,EFO_0007800,,Yes,Yes,,,,ok,N
3250,SpO2avg,Average oxyhemoglobin saturation during sleep,0,SLEEP AND CIRCADIAN,,,simple,Match to parent,sleep apnea measurement,EFO_0007817,EFO_0007817,,No,no,No,sleep apnea measurement - EFO_0007817,yes,Accept Lizzy's suggestion,N
3248,SpO2min,Minimum oxyhemoglobin saturation (SpO2) during sleep,0,SLEEP AND CIRCADIAN,,,simple,Match to parent,sleep apnea measurement,EFO_0007817,EFO_0007817,,No,no,No,sleep apnea measurement - EFO_0007817,yes,Accept Lizzy's suggestion,N
3249,SpO2per90,Percentage of sleep with oxyhemoglobin saturation (SpO2) under 90%,0,SLEEP AND CIRCADIAN,,,simple,Match to parent,sleep apnea measurement,EFO_0007817,EFO_0007817,sleep apnea measurement - EFO_0007817,No,no,No,,yes,change to sleep apnea measurement - EFO_0007817,N
3803,AvgDesaturation,Average oxyhemoglobin desaturation per hypopnea event,0,SLEEP AND CIRCADIAN,34446064,yes,simple,Match to parent,sleep apnea measurement,EFO_0007817,EFO_0007817,,No,no,yes,,,ok,N
3245,AHI,Apnea-Hypopnea Index (AHI),0,SLEEP AND CIRCADIAN,,,simple,Match to parent,sleep apnea measurement,EFO_0007817,EFO_0007817,,No,Yes,,,yes,change to 'Match to parent' term,N
4595,Naps,Daytime napping (usually vs. never/rarely/sometimes),1,SLEEP AND CIRCADIAN,,,simple,Match to parent,daytime rest measurement,EFO_0007828,EFO_0007828,,Yes,Yes,,,,ok,N
3196,SleepNaps,Daytime napping,0,SLEEP AND CIRCADIAN,,,simple,Exact match,daytime rest measurement,EFO_0007828,EFO_0007828,,Yes,Yes,,,,ok,N
4316,SubjectiveWellbeing,Subjective well-being,0,COGNITIVE,27089181,yes,simple,Match to parent,wellbeing measurement,EFO_0007869,EFO_0007869,,No,Yes,yes,,,ok,N
4596,DayDozing,Daytime dozing (often/all the time vs. never/rarely/sometimes),1,SLEEP AND CIRCADIAN,,,simple,Match to parent,excessive daytime sleepiness measurement,EFO_0007875,EFO_0007875,,No,no,No,suggested,,ok,N
4627,AlcoholConsumption,Alcoholic drinks per week,0,NUTRITIONAL,,,simple,Match to parent,alcohol consumption measurement,EFO_0007878,EFO_0007878,,No,Yes,,,,ok,N
4615,AM_broad_heavy,Broad vs. Heavy alcohol consumption,1,NUTRITIONAL,,,simple,Match to parent,alcohol consumption measurement,EFO_0007878,EFO_0007878,,Yes,Yes,,,,ok,N
4614,AM_broad_int,Broad vs. Int alcohol consumption,1,NUTRITIONAL,,,simple,Match to parent,alcohol consumption measurement,EFO_0007878,EFO_0007878,,No,Yes,,,,ok,N
4612,AM_broad_low,Broad vs. Low alcohol consumption,1,NUTRITIONAL,,,simple,Match to parent,alcohol consumption measurement,EFO_0007878,EFO_0007878,,Yes,Yes,,,,ok,N
4613,AM_heavy_int,Heavy vs. Int alcohol consumption,1,NUTRITIONAL,,,simple,Match to parent,alcohol consumption measurement,EFO_0007878,EFO_0007878,,Yes,Yes,,,,ok,N
4611,AM_heavy_low,Heavy vs. Low alcohol consumption,1,NUTRITIONAL,,,simple,Match to parent,alcohol consumption measurement,EFO_0007878,EFO_0007878,,Yes,Yes,,,,ok,N
4605,AM_int_low,Int vs. Low alcohol consumption,1,NUTRITIONAL,,,simple,Match to parent,alcohol consumption measurement,EFO_0007878,EFO_0007878,,Yes,Yes,,,,ok,N
3281,EtOH,Alcohol consumption,0,NUTRITIONAL,,,simple,Exact match,alcohol consumption measurement,EFO_0007878,EFO_0007878,,Yes,Yes,,,,ok,N
3921,PAT,Pericardial adipose tissue volume,0,ANTHROPOMETRIC,,,simple,Exact match,pericardial adipose tissue measurement,EFO_0007890,EFO_0007890,,Yes,Yes,,,,ok,N
4602,EPATarea,Combined epicardial and pericardial adipose tissue (EPAT) area,0,CARDIOVASCULAR,,,complex,,"pericardial adipose tissue measurement, epicardial fat","EFO_0007890, UBERON_0015129","EFO_0007890, UBERON_0015129",,Yes,Yes,,,,ok,N
3329,TGtoHDL,Triglyceride-to-HDL ratio,0,LIPIDS,,,simple,Exact match,triglyceride:HDL cholesterol ratio,EFO_0007929,EFO_0007929,,No,Yes,,,,ok,N
3841,BabyTotalGWG,"Maternal total gestational weight gain, fetal genotype effect",0,REPRODUCTIVE TRAITS,28990592,yes,complex,,"fetal genotype effect measurement, gestational weight gain measurement","EFO_0007959,EFO_0008435","EFO_0007959,EFO_0008435",,No,Yes,yes,,yes,replace 'late gestational weight gain' with 'gestational weight gain measurement',N
3843,BabyLateGWG,"Maternal late gestational weight gain, fetal genotype effect",0,REPRODUCTIVE TRAITS,28990592,yes,complex,,"fetal genotype effect measurement, late gestational weight gain","EFO_0007959,EFO_0008436","EFO_0007959,EFO_0008436",,No,Yes,yes,,yes,replace 'gestational weight gain measurement' with 'late gestational weight gain',N
4453,C16_1n_7,Palmitoleic acid,0,LIPIDS,,,simple,Exact match,palmitoleic acid measurement,EFO_0007973,EFO_0007973,,Yes,Yes,,,,ok,N
4454,C18_1n_7,Vaccenic acid,0,LIPIDS,,,simple,Exact match,vaccenic acid measurement,EFO_0007974,EFO_0007974,,Yes,Yes,,,,ok,N
4456,C18_1trans,Elaidic and trans-vaccenic acids,0,LIPIDS,,,simple,Match to parent,vaccenic acid measurement,EFO_0007974,EFO_0007974,,Yes,Yes,,,,ok,N
4011,PlatDistWidth,Platelet distribution width,0,HEMATOLOGICAL,32888494,yes,simple,Exact match,platelet component distribution width,EFO_0007984,EFO_0007984,,Yes,Yes,yes,,,ok,N
4010,PlatCrit,Plateletcrit (PCT),0,HEMATOLOGICAL,32888494,yes,simple,Exact match,platelet crit,EFO_0007985,EFO_0007985,,Yes,Yes,yes,,,ok,N
3996,HighScatReticuloCount,Highlight scatter reticulocyte count,0,HEMATOLOGICAL,32888494,yes,simple,Match to parent,reticulocyte count,EFO_0007986,EFO_0007986,,Yes,Yes,yes,,,ok,N
4012,ReticuloCount,Reticulocyte count,0,HEMATOLOGICAL,,,simple,Exact match,reticulocyte count,EFO_0007986,EFO_0007986,,Yes,Yes,,,,ok,N
4005,MonoPerc,Monocyte percentage,0,HEMATOLOGICAL,32888494,yes,simple,Exact match,monocyte percentage of leukocytes,EFO_0007989,EFO_0007989,,Yes,Yes,yes,,,ok,N
4006,NeutroPerc,Neutrophil percentage,0,HEMATOLOGICAL,32888494,yes,simple,Exact match,neutrophil percentage of leukocytes,EFO_0007990,EFO_0007990,,No,Yes,yes,,,ok,N
3995,EosinPerc,Eosinophil percentage,0,HEMATOLOGICAL,32888494,yes,simple,Exact match,eosinophil percentage of leukocytes,EFO_0007991,EFO_0007991,,Yes,Yes,yes,,,ok,N
3992,BasoPerc,Basophil percentage,0,HEMATOLOGICAL,32888494,yes,simple,Exact match,basophil percentage of leukocytes,EFO_0007992,EFO_0007992,,No,Yes,yes,,,ok,N
4002,LymphoPerc,Lymphocyte percentage,0,HEMATOLOGICAL,32888494,yes,simple,Exact match,lymphocyte percentage of leukocytes,EFO_0007993,EFO_0007993,,Yes,Yes,yes,,,ok,N
4139,Peak_insulin_glipizide_adjusted_baseline_insulin,Log of peak insulin at V1,0,SULFONYLUREA RESPONSE,37233759,yes,complex,,peak insulin response measurement,EFO_0008000,EFO_0008000,,Yes,no,yes,,yes,change too peak insulin response measurement (EFO_0008000),N
4141,Time_to_peak_insulin_glipizide,Time to insulin peak after glipizide treatment,0,SULFONYLUREA RESPONSE,37233759,yes,complex,,peak insulin response measurement,EFO_0008000,EFO_0008000,,No,Yes,yes,,yes,remove response to sulfonylurea,N
3326,PEAK,Peak insulin response,0,GLYCEMIC,,,simple,Exact match,peak insulin response measurement,EFO_0008000,EFO_0008000,,Yes,Yes,,,,ok,N
3324,PEAKadjBMInSI,Peak insulin response adj BMI-SI,0,GLYCEMIC,,,simple,Match to parent,peak insulin response measurement,EFO_0008000,EFO_0008000,,Yes,Yes,,,,ok,N
3321,PEAKadjSI,Peak insulin response adj SI,0,GLYCEMIC,,,simple,Match to parent,peak insulin response measurement,EFO_0008000,EFO_0008000,,Yes,Yes,,,,ok,N
3323,ISR,Insulin secretion rate,0,GLYCEMIC,,,simple,Match to parent,insulin secretion measurement,EFO_0008001,EFO_0008001,,Yes,Yes,,,,ok,N
3325,ISRadjBMI,Insulin secretion rate adj BMI,0,GLYCEMIC,,,simple,Match to parent,insulin secretion measurement,EFO_0008001,EFO_0008001,,Yes,Yes,,,,ok,N
4309,PA_SedentaryDur,Sedentary behavior duration,0,PHYSICAL ACTIVITY,30531941,yes,simple,Match to parent,physical activity measurement,EFO_0008002,EFO_0008002,,No,no,yes,physical activity measurement - EFO_0008002,yes,ok,N
4331,PA_UsualWalkPace,Usual walking pace,0,MUSCULOSKELETAL,,,simple,Match to parent,physical activity measurement ,EFO_0008002,EFO_0008002,,No,no,Yes,,,ok,N
4242,PA_AvgAcc,Accelerometer-based physical activity measurement (average acceleration),0,PHYSICAL ACTIVITY,29899525,yes,simple,Match to parent,physical activity measurement,EFO_0008002,EFO_0008002,,Yes,Yes,yes,,,ok,N
4243,PA_FracTimeAcc425MG,Accelerometer-based physical activity measurement (fraction of time with accelerations >425 milli-gravities),0,PHYSICAL ACTIVITY,29899525,yes,simple,Match to parent,physical activity measurement,EFO_0008002,EFO_0008002,,Yes,Yes,yes,,,ok,N
4305,PA_ModerateDur,Physical activity (moderate intensity activity duration),0,PHYSICAL ACTIVITY,30531941,yes,simple,Match to parent,physical activity measurement,EFO_0008002,EFO_0008002,,Yes,Yes,yes,,,ok,N
4279,PA_ModerateToVigorous,Moderate to vigorous physical activity levels,0,PHYSICAL ACTIVITY,29899525,yes,simple,Match to parent,physical activity measurement,EFO_0008002,EFO_0008002,,Yes,Yes,yes,,,ok,N
4306,PA_OverallDur,Physical activity (overall physical activity time),0,PHYSICAL ACTIVITY,30531941,yes,simple,Match to parent,physical activity measurement,EFO_0008002,EFO_0008002,,Yes,Yes,yes,,,ok,N
4319,PA_Vigorous,Vigorous physical activity,1,PHYSICAL ACTIVITY,29899525,yes,simple,Match to parent,physical activity measurement,EFO_0008002,EFO_0008002,,Yes,Yes,yes,,,ok,N
4327,PerceivedAge,Perceived age,0,AGING AND LONGEVITY,32339537,yes,simple,Match to parent,skin aging measurement,EFO_0008006,EFO_0008006,,No,no,yes,,,ok,N
3132,FGadjBMI,Fasting glucose adj BMI,0,GLYCEMIC,,,simple,Exact match,BMI-adjusted fasting blood glucose measurement,EFO_0008036,EFO_0008036,,No,Yes,,,,ok,N
3134,FIadjBMI,Fasting insulin adj BMI,0,GLYCEMIC,,,simple,Exact match,BMI-adjusted fasting blood insulin measurement,EFO_0008037,EFO_0008037,,No,Yes,,,,ok,N
3145,HIPCadjBMI,Hip circumference adj BMI,0,ANTHROPOMETRIC,,,simple,Exact match,BMI-adjusted hip circumference,EFO_0008039,EFO_0008039,,No,Yes,,,,ok,N
4501,CFH_levels,Complement factor H levels,0,OTHER,34260947,yes,simple,Exact match,complement factor H measurement,EFO_0008097,EFO_0008097,,Yes,Yes,yes,,,ok,N
4506,CFH5_levels,Complement factor H-related protein 5 levels,0,OTHER,,,simple,Exact match,complement factor H-related protein 5 measurement,EFO_0008098,EFO_0008098,,Yes,Yes,,,,ok,N
3351,PC1diet,PC1 dietary pattern,0,NUTRITIONAL,,,simple,Match to parent,diet measurement,EFO_0008111,EFO_0008111,,No,no,No,,,ok,N
3352,PC3diet,PC3 dietary pattern,0,NUTRITIONAL,,,simple,Match to parent,diet measurement,EFO_0008111,EFO_0008111,,No,no,No,,,ok,N
3350,saltconsumption,Salt addition to food,0,NUTRITIONAL,,,simple,Match to parent,diet measurement,EFO_0008111,EFO_0008111,,No,no,No,,,ok,N
3348,freshfruit,Fresh fruit consumption,0,NUTRITIONAL,,,simple,Match to parent,diet measurement,EFO_0008111,EFO_0008111,,No,no,Yes,,,ok,N
346,LVEDV,Left ventricular end-diastolic volume,0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular diastolic function measurement,EFO_0008204,EFO_0008204,,No,Yes,,,,ok,N
347,LVEDVI,Left ventricular end-diastolic volume (BSA-indexed),0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular diastolic function measurement,EFO_0008204,EFO_0008204,,Yes,Yes,,,,ok,N
4653,LVEDA,Left ventricular end diastole anterior wall thickness,0,CARDIOVASCULAR,,,simple,need import,left ventricular structural measurement,,EFO_0008205,20241028: This study comes from the GWAS Catalog,No,no,No,,,ok,Y
4654,LVEDAS,Left ventricular end diastole anterospetal wall thickness,0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular structural measurement,EFO_0008205,EFO_0008205,,No,no,No,,,ok,N
4650,LVEDI,Left ventricular end diastole inferior wall thickness,0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular structural measurement,EFO_0008205,EFO_0008205,,No,no,No,,,ok,N
4651,LVEDIL,Left ventricular end diastole inferolateral wall thickness,0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular structural measurement,EFO_0008205,EFO_0008205,,No,no,No,,,ok,N
4647,LVESA,Left ventricular end systole anterior wall thickness,0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular structural measurement,EFO_0008205,EFO_0008205,,No,no,No,,,ok,N
4644,LVESI,Left ventricular end systole inferior wall thickness,0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular structural measurement,EFO_0008205,EFO_0008205,,No,no,No,,,ok,N
4645,LVESIL,Left ventricular end systole inferolateral wall thickness,0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular structural measurement,EFO_0008205,EFO_0008205,,No,no,No,,,ok,N
4652,LVEDAL,Left ventricular end diastole anterolateral wall thickness,0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular structural measurement,EFO_0008205,EFO_0008205,,Yes,no,,,,ok,N
4649,LVEDIS,Left ventricular end diastole inferoseptal wall thickness,0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular structural measurement,EFO_0008205,EFO_0008205,,Yes,no,,,,ok,N
4646,LVESAL,Left ventricular end systole anterolateral wall thickness,0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular structural measurement,EFO_0008205,EFO_0008205,,Yes,no,,,,ok,N
4648,LVESAS,Left ventricular end systole anterospetal wall thickness,0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular structural measurement,EFO_0008205,EFO_0008205,,Yes,no,,,,ok,N
4643,LVESIS,Left ventricular end systole inferoseptal wall thickness,0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular structural measurement,EFO_0008205,EFO_0008205,,Yes,no,,,,ok,N
349,LVESV,Left ventricular end-systolic volume,0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular systolic function measurement,EFO_0008206,EFO_0008206,,No,Yes,,,,ok,N
350,LVESVI,Left ventricular end-systolic volume (BSA-indexed),0,CARDIOVASCULAR,,,simple,Match to parent,left ventricular systolic function measurement,EFO_0008206,EFO_0008206,,Yes,Yes,,,,ok,N
3310,VLDLchol,VLDL cholesterol,0,LIPIDS,,,simple,Match to parent,very low density lipoprotein cholesterol measurement -,EFO_0008317,EFO_0008317,,No,no,Yes,very low density lipoprotein cholesterol measurement - EFO_0008317,yes,Accept Lizzy's suggestion,N
3601,ChronotypeSingle,Chronotype (single question),1,SLEEP AND CIRCADIAN,,,simple,Match to parent,chronotype measurement,EFO_0008328,EFO_0008328,,Yes,Yes,,,,ok,N
3191,SleepChronotype,Chronotype (morningness),0,SLEEP AND CIRCADIAN,,,simple,Exact match,chronotype measurement,EFO_0008328,EFO_0008328,,Yes,Yes,,,,ok,N
3602,smeq_binary,Chronotype (binary sMEQ score),1,SLEEP AND CIRCADIAN,,,simple,Match to parent,chronotype measurement,EFO_0008328,EFO_0008328,,Yes,Yes,,,,ok,N
3603,smeq_cont,Chronotype (continuous sMEQ score),0,SLEEP AND CIRCADIAN,,,simple,Match to parent,chronotype measurement,EFO_0008328,EFO_0008328,,Yes,Yes,,,,ok,N
4249,CogPerformance,Cognitive performance,0,COGNITIVE,30038396,yes,simple,Exact match,cognitive function measurement,EFO_0008354,EFO_0008354,,No,Yes,yes,,,ok,N
348,LVEF,Left ventricular ejection fraction,0,CARDIOVASCULAR,,,simple,Exact match,left ventricular ejection fraction measurement,EFO_0008373,EFO_0008373,,Yes,Yes,,,,ok,N
4606,FT3,Free triiodothyronine (FT3),0,GLYCEMIC,,,simple,Match to parent,triiodothyronine measurement,EFO_0008392,EFO_0008392,,Yes,Yes,,,,ok,N
4607,TT3,Total triiodothyronine (TT3),0,GLYCEMIC,,,simple,Exact match,triiodothyronine measurement,EFO_0008392,EFO_0008392,,Yes,Yes,,,,ok,N
4308,ReactionTime,Reaction time,0,NEUROLOGICAL,27046643,yes,simple,Exact match,reaction time measurement,EFO_0008393,EFO_0008393,,Yes,Yes,yes,,,ok,N
4317,VerbNumReasoning,Verbal-numerical reasoning,0,COGNITIVE,,,simple,Exact match,verbal-numerical reasoning measurement,EFO_0008394,EFO_0008394,,Yes,Yes,,,,ok,N
3969,FAinCSVD,Fractional anisotropy in cerebral small vessel disease,0,CEREBROVASCULAR MRI TRAITS,32358547,yes,complex,,"mean fractional anisotropy measurement, cerebral small vessel disease
","EFO_0008399,EFO_0008493","EFO_0008399,EFO_0008493",,Yes,no,yes,sub: mean fractional anisotropy measurement - EFO_0008399 for white matter integrity,yes,ok,N
3828,NAFLDscore,NAFLD Activity Score (NAS),0,HEPATIC,31311600,yes,simple,Match to parent,non-alcoholic fatty liver disease severity measurement,EFO_0008421,EFO_0008421,,No,no,yes,non-alcoholic fatty liver disease severity measurement - EFO_0008421,yes,ok,N
3838,MomTotalGWG,"Maternal total gestational weight gain, maternal genotype effect",0,REPRODUCTIVE TRAITS,28990592,yes,simple,Exact match,"gestational weight gain measurement, parental genotype effect measurement ","EFO_0008435,EFO_0005939","EFO_0008435,EFO_0005939",,No,no,yes,,yes,add parental genotype effect measurement (EFO_0005939),N
3840,MomLateGWG,"Maternal late gestational weight gain, maternal genotype effect",0,REPRODUCTIVE TRAITS,28990592,yes,simple,Exact match,"late gestational weight gain, parental genotype effect measurement ","EFO_0008436,EFO_0005939","EFO_0008436,EFO_0005939",,No,Yes,yes,,yes,add parental genotype effect measurement (EFO_0005939),N
3839,MomEarlyGWG,"Maternal early gestational weight gain, maternal genotype effect",0,REPRODUCTIVE TRAITS,28990592,yes,simple,Exact match,"early gestational weight gain, parental genotype effect measurement ","EFO_0008437,EFO_0005939","EFO_0008437,EFO_0005939",,No,Yes,yes,,yes,add parental genotype effect measurement (EFO_0005939),N
3842,BabyEarlyGWG,"Maternal early gestational weight gain, fetal genotype effect",0,REPRODUCTIVE TRAITS,28990592,yes,complex,,"early gestational weight gain, fetal genotype effect measurement","EFO_0008437,EFO_0007959","EFO_0008437,EFO_0007959",,No,Yes,yes,,,ok,N
3247,AHIinREM,Apnea-Hypopnea Index (AHI) in REM sleep,0,SLEEP AND CIRCADIAN,,,complex,Match to parent,sleep apnea measurement during REM sleep,EFO_0008455,EFO_0008455,,No,no,No,,yes,change to 'Match to parent' term,N
3246,AHIinNREM,Apnea-Hypopnea Index (AHI) in NREM sleep,0,SLEEP AND CIRCADIAN,,,complex,Match to parent,sleep apnea measurement during non-REM sleep,EFO_0008456,EFO_0008456,,Yes,no,,,yes,change to 'Match to parent' term,N
3151,Incr30,Incremental insulin at 30 min OGTT,0,GLYCEMIC,,,simple,Match to parent,insulin response measurement,EFO_0008473,EFO_0008473,,No,no,No,,,ok,N
3152,Ins30,Insulin at 30 min OGTT,0,GLYCEMIC,,,simple,Match to parent,insulin response measurement,EFO_0008473,EFO_0008473,,No,no,No,,,ok,N
3153,Ins30adjBMI,Insulin at 30 min OGTT adj BMI,0,GLYCEMIC,,,simple,Match to parent,insulin response measurement,EFO_0008473,EFO_0008473,,No,no,No,,,ok,N
4133,Insulin_120_min_glipizide,Log of insulin at 120 min at V1,0,SULFONYLUREA RESPONSE,37233759,yes,complex,,insulin response measurement,EFO_0008473,EFO_0008473,,No,no,yes,,yes,Change to insulin response measurement (EFO_0008473),N
4120,Insulin_120_min_OGTT_metformin,Log of insulin at 120 min at V2,0,METFORMIN RESPONSE,37233759,yes,complex,,insulin response measurement,EFO_0008473,EFO_0008473,,No,no,yes,,yes,Change to insulin response measurement (EFO_0008473),N
4134,Insulin_180_min_glipizide,Log of insulin at 180 min at V1,0,SULFONYLUREA RESPONSE,37233759,yes,complex,,insulin response measurement,EFO_0008473,EFO_0008473,,No,no,yes,,yes,Change to insulin response measurement (EFO_0008473),N
4135,Insulin_240_min_glipizide,Log of insulin at 240 min at V1,0,SULFONYLUREA RESPONSE,37233759,yes,complex,,insulin response measurement,EFO_0008473,EFO_0008473,,No,no,yes,,yes,Change to insulin response measurement (EFO_0008473),N
4136,Insulin_30_min_glipizide,Log of insulin at 30 min at V1,0,SULFONYLUREA RESPONSE,37233759,yes,complex,,insulin response measurement,EFO_0008473,EFO_0008473,,No,no,yes,,yes,Change to insulin response measurement (EFO_0008473),N
4121,Insulin_30_min_OGTT_metformin,Log of insulin at 30 min at V2,0,METFORMIN RESPONSE,37233759,yes,complex,,insulin response measurement,EFO_0008473,EFO_0008473,,No,no,yes,,yes,Change to insulin response measurement (EFO_0008473),N
4137,Insulin_60_min_glipizide,Log of insulin at 60 min at V1,0,SULFONYLUREA RESPONSE,37233759,yes,complex,,insulin response measurement,EFO_0008473,EFO_0008473,,No,no,yes,,yes,Change to insulin response measurement (EFO_0008473),N
4122,Insulin_60_min_OGTT_metformin,Log of insulin at 60 min at V2,0,METFORMIN RESPONSE,37233759,yes,complex,,insulin response measurement,EFO_0008473,EFO_0008473,,No,no,yes,,yes,Change to insulin response measurement (EFO_0008473),N
4138,Insulin_90_min_glipizide,Log of insulin at 90 min at V1,0,SULFONYLUREA RESPONSE,37233759,yes,complex,,insulin response measurement,EFO_0008473,EFO_0008473,,No,no,yes,,yes,Change to insulin response measurement (EFO_0008473),N
3069,2hrI,Two-hour (2hr) insulin,0,GLYCEMIC,,,simple,Match to parent,insulin response measurement,EFO_0008473,EFO_0008473,,Yes,no,,insulin response measurement - EFO_0008473,yes,Accept Lizzy's suggestion,N
3106,CIR,Corrected insulin response (CIR),0,GLYCEMIC,,,simple,Match to parent,insulin response measurement,EFO_0008473,EFO_0008473,,No,Yes,,,,ok,N
3107,CIRadjISI,Corrected insulin response adj Matsuda ISI,0,GLYCEMIC,,,simple,Match to parent,insulin response measurement,EFO_0008473,EFO_0008473,,Yes,Yes,,,,ok,N
3293,IDLchol,IDL cholesterol,0,LIPIDS,,,simple,Exact match,intermediate density lipoprotein measurement,EFO_0008595,EFO_0008595,,No,no,No,,,ok,N
3294,IDLpart,Concentration of IDL particles,0,LIPIDS,,,simple,Match to parent,intermediate density lipoprotein measurement,EFO_0008595,EFO_0008595,,No,no,Yes,,,ok,N
3314,XXLVLDLpart,Chylomicrons and XXL-VLDL cholesterol,0,LIPIDS,,,simple,Exact match,"chylomicron measurement, lipoprotein measurement ","EFO_0008596,EFO_0004732","EFO_0008596,EFO_0004732",,No,no,No,lipoprotein measurement - EFO_0004732,yes,Accept Lizzy's suggestion (add lipoprotein measurement),N
4104,ICP,Intrahepatic cholestasis of pregnancy,1,REPRODUCTIVE TRAITS,,,simple,Exact match,Intrahepatic cholestasis of pregnancy,EFO_0009048,EFO_0009048,,Yes,no,,,,ok,N
3626,RBCDistWidth,Red blood cell distribution width,0,HEMATOLOGICAL,,,simple,Exact match,Red cell distribution width,EFO_0009188,EFO_0009188,,Yes,Yes,,,,ok,N
4610,HyperThyroid,Hyperthyroidism,1,GLYCEMIC,,,simple,Exact match,hyperthyroidism,EFO_0009189,EFO_0009189,,Yes,Yes,,,,ok,N
4000,ImReticuloFrac,Immature reticulocyte fraction,0,HEMATOLOGICAL,,,simple,Exact match,Immature Reticulocyte Fraction Measurement,EFO_0009253,EFO_0009253,,Yes,Yes,,,,ok,N
4630,Smoke_CigPerDay,Number of cigarettes per day,0,LUNG,,,simple,Match to parent,maximum cigarettes per day measurement,EFO_0009264,EFO_0009264,,Yes,Yes,,,,ok,N
4304,Paternal_AD_history,Paternal history of Alzheimer's disease,1,NEUROLOGICAL,,,simple,Match to parent,family history of Alzheimer’s disease,EFO_0009268,EFO_0009268,,No,no,Yes,,,ok,N
4383,Family_AD_history,Family history of Alzheimer's Disease,1,PSYCHIATRIC,,,simple,Exact match,family history of Alzheimer’s disease,EFO_0009268,EFO_0009268,,Yes,Yes,,,,ok,N
4275,Maternal_AD_history,Maternal history of Alzheimer's disease,1,NEUROLOGICAL,,,simple,Match to parent,family history of Alzheimer’s disease,EFO_0009268,EFO_0009268,,Yes,Yes,,,,ok,N
3316,eBMD,Heel quantitative ultrasound estimated bone mineral density (eBMD),0,MUSCULOSKELETAL,,,simple,Exact match,heel bone mineral density,EFO_0009270,EFO_0009270,,No,Yes,,,,ok,N
3614,NaExcretion,Urinary sodium excretion,0,RENAL,,,simple,Match to parent,sodium measurement,EFO_0009282,EFO_0009282,,No,Yes,,,,ok,N
3234,Sodium,Sodium,0,METABOLITE,,,simple,Exact match,sodium measurement,EFO_0009282,EFO_0009282,,Yes,Yes,,,,ok,N
3233,K,Potassium,0,METABOLITE,,,simple,Exact match,potassium measurement,EFO_0009283,EFO_0009283,,Yes,no,,,,ok,N
3232,Cl,Chloride,0,METABOLITE,,,simple,Exact match,chloride measurement,EFO_0009284,EFO_0009284,,Yes,no,,,,ok,N
3844,LVmass,Left ventricular mass,0,CARDIOVASCULAR,,,simple,Exact match,left ventricular mass,EFO_0009289,EFO_0009289,,Yes,Yes,,,,ok,N
4060,LVmassBSAindexed,"Left ventricular mass, BSA indexed",0,CARDIOVASCULAR,36944631,yes,simple,Exact match,left ventricular mass index,EFO_0009290,EFO_0009290,,No,Yes,yes,,,ok,N
